nid:ID,:LABEL,label,date
2033,News,77,2017-01-02
2039,News,78,2017-01-02
2085,News,79,2017-01-02
2210,News,80,2017-01-02
2223,News,81,2017-01-02
2234,News,82,2017-01-02
2349,News,83,2017-01-02
2363,News,84,2017-01-02
2388,News,85,2017-01-02
2423,News,86,2017-01-02
2435,News,87,2017-01-02
2448,News,88,2017-01-02
2524,News,89,2017-01-02
2551,News,90,2017-01-02
2624,News,91,2017-01-02
2634,News,92,2017-01-02
2638,News,93,2017-01-02
2651,News,94,2017-01-02
2662,News,95,2017-01-02
2665,News,96,2017-01-02
2673,News,97,2017-01-02
2710,News,98,2017-01-02
2734,News,99,2017-01-02
2773,News,100,2017-01-02
2775,News,101,2017-01-02
2779,News,102,2017-01-02
2799,News,103,2017-01-02
2825,News,104,2017-01-02
2832,News,105,2017-01-02
2871,News,106,2017-01-02
2890,News,107,2017-01-02
2906,News,108,2017-01-02
2922,News,109,2017-01-02
2929,News,110,2017-01-02
2947,News,111,2017-01-02
2962,News,112,2017-01-02
2991,News,113,2017-01-02
3004,News,114,2017-01-02
3013,News,115,2017-01-02
3027,News,116,2017-01-02
3049,News,117,2017-01-02
3063,News,118,2017-01-02
3100,News,119,2017-01-02
3109,News,120,2017-01-02
3118,News,121,2017-01-02
3143,News,122,2017-01-02
3151,News,123,2017-01-02
3168,News,124,2017-01-02
3182,News,125,2017-01-02
3195,News,126,2017-01-02
3204,News,127,2017-01-02
3250,News,128,2017-01-02
3257,News,129,2017-01-02
3263,News,130,2017-01-02
3266,News,131,2017-01-02
3273,News,132,2017-01-02
3281,News,133,2017-01-02
3308,News,134,2017-01-02
3335,News,135,2017-01-02
3340,News,136,2017-01-02
3351,News,137,2017-01-02
3360,News,138,2017-01-02
3401,News,139,2017-01-02
3407,News,140,2017-01-02
3421,News,141,2017-01-02
3439,News,142,2017-01-02
3486,News,143,2017-01-02
3491,News,144,2017-01-02
3505,News,145,2017-01-02
3512,News,146,2017-01-02
3529,News,147,2017-01-02
3544,News,148,2017-01-02
3595,News,149,2017-01-02
3599,News,151,2017-01-03
3653,News,152,2017-01-03
3673,News,154,2017-01-03
3702,News,155,2017-01-03
3734,News,156,2017-01-03
3753,News,158,2017-01-03
3756,News,159,2017-01-03
3835,News,160,2017-01-03
3847,News,161,2017-01-03
3877,News,162,2017-01-03
3925,News,163,2017-01-03
4001,News,164,2017-01-03
4032,News,165,2017-01-03
4095,News,167,2017-01-03
4129,News,168,2017-01-03
4163,News,169,2017-01-03
4174,News,170,2017-01-03
4197,News,171,2017-01-03
4220,News,172,2017-01-03
4239,News,173,2017-01-03
4283,News,174,2017-01-03
4300,News,175,2017-01-03
4330,News,176,2017-01-03
4355,News,177,2017-01-03
4390,News,180,2017-01-03
4440,News,181,2017-01-03
4471,News,183,2017-01-03
4495,News,184,2017-01-03
4530,News,185,2017-01-03
4564,News,186,2017-01-03
4592,News,187,2017-01-03
4624,News,188,2017-01-03
4637,News,189,2017-01-03
4648,News,190,2017-01-03
4677,News,191,2017-01-03
4693,News,192,2017-01-03
4709,News,193,2017-01-03
4727,News,194,2017-01-03
4829,News,195,2017-01-03
4836,News,196,2017-01-03
4848,News,197,2017-01-03
4858,News,198,2017-01-03
4877,News,199,2017-01-03
4880,News,200,2017-01-03
4885,News,201,2017-01-03
4906,News,202,2017-01-03
4929,News,203,2017-01-03
4933,News,204,2017-01-03
4993,News,205,2017-01-03
5026,News,206,2017-01-03
5042,News,207,2017-01-03
5048,News,208,2017-01-03
5057,News,209,2017-01-03
5063,News,210,2017-01-03
5070,News,212,2017-01-03
5074,News,213,2017-01-03
5145,News,214,2017-01-03
5163,News,215,2017-01-03
5182,News,216,2017-01-03
5200,News,217,2017-01-03
5212,News,218,2017-01-03
5241,News,219,2017-01-03
5321,News,221,2017-01-03
5337,News,222,2017-01-03
5352,News,223,2017-01-03
5357,News,224,2017-01-03
5395,News,226,2017-01-04
5424,News,229,2017-01-04
5471,News,230,2017-01-04
5506,News,231,2017-01-04
5530,News,233,2017-01-04
5540,News,234,2017-01-04
5565,News,235,2017-01-04
5588,News,237,2017-01-04
5599,News,239,2017-01-04
5627,News,240,2017-01-04
5642,News,241,2017-01-04
5709,News,242,2017-01-04
5743,News,243,2017-01-04
5752,News,245,2017-01-04
5763,News,247,2017-01-04
5778,News,248,2017-01-04
5781,News,249,2017-01-04
5821,News,250,2017-01-04
5832,News,251,2017-01-04
5859,News,253,2017-01-04
5891,News,254,2017-01-04
5911,News,255,2017-01-04
5935,News,256,2017-01-04
5940,News,257,2017-01-04
5951,News,258,2017-01-04
5963,News,259,2017-01-04
5967,News,260,2017-01-04
5973,News,262,2017-01-04
5999,News,263,2017-01-04
6005,News,264,2017-01-04
6020,News,265,2017-01-04
6021,News,266,2017-01-04
6030,News,267,2017-01-04
6037,News,268,2017-01-04
6066,News,269,2017-01-04
6085,News,270,2017-01-04
6094,News,271,2017-01-04
6108,News,272,2017-01-04
6111,News,275,2017-01-04
6142,News,277,2017-01-04
6167,News,278,2017-01-04
6168,News,279,2017-01-04
6170,News,280,2017-01-04
6171,News,283,2017-01-04
6177,News,284,2017-01-04
6203,News,285,2017-01-04
6224,News,286,2017-01-04
6225,News,288,2017-01-04
6236,News,289,2017-01-04
6237,News,292,2017-01-04
6301,News,293,2017-01-04
6305,News,294,2017-01-04
6346,News,296,2017-01-04
6374,News,297,2017-01-04
6375,News,298,2017-01-04
6412,News,299,2017-01-04
6445,News,300,2017-01-05
6452,News,301,2017-01-05
6496,News,302,2017-01-05
6514,News,303,2017-01-05
6536,News,304,2017-01-05
6563,News,305,2017-01-05
6580,News,306,2017-01-05
6610,News,307,2017-01-05
6634,News,308,2017-01-05
6655,News,309,2017-01-05
6663,News,310,2017-01-05
6693,News,311,2017-01-05
6697,News,312,2017-01-05
6706,News,313,2017-01-05
6739,News,314,2017-01-05
6742,News,315,2017-01-05
6749,News,316,2017-01-05
6751,News,317,2017-01-05
6788,News,318,2017-01-05
6789,News,319,2017-01-05
6800,News,320,2017-01-05
6815,News,321,2017-01-05
6848,News,323,2017-01-05
7400,News,324,2017-01-05
7412,News,325,2017-01-05
7445,News,326,2017-01-05
7455,News,327,2017-01-05
7459,News,328,2017-01-05
7480,News,329,2017-01-05
7509,News,330,2017-01-05
7539,News,331,2017-01-05
7547,News,332,2017-01-05
7563,News,333,2017-01-05
7577,News,334,2017-01-05
7593,News,335,2017-01-05
7609,News,336,2017-01-05
7677,News,337,2017-01-05
7684,News,338,2017-01-05
7694,News,339,2017-01-05
7714,News,340,2017-01-05
7742,News,341,2017-01-05
7746,News,342,2017-01-05
7820,News,343,2017-01-05
7829,News,344,2017-01-05
7835,News,345,2017-01-05
7888,News,346,2017-01-05
7907,News,347,2017-01-05
7922,News,348,2017-01-05
7923,News,349,2017-01-05
7938,News,350,2017-01-05
7949,News,351,2017-01-05
7981,News,352,2017-01-05
7995,News,353,2017-01-05
7999,News,354,2017-01-05
8022,News,355,2017-01-05
8089,News,356,2017-01-05
8100,News,357,2017-01-05
8134,News,358,2017-01-05
8140,News,359,2017-01-05
8161,News,360,2017-01-05
8183,News,361,2017-01-05
8187,News,362,2017-01-05
8207,News,364,2017-01-05
8227,News,365,2017-01-05
8244,News,366,2017-01-05
8247,News,367,2017-01-05
8263,News,368,2017-01-05
8285,News,369,2017-01-05
8325,News,370,2017-01-05
8342,News,371,2017-01-05
8346,News,372,2017-01-05
8410,News,373,2017-01-05
8444,News,374,2017-01-05
8501,News,375,2017-01-06
8521,News,376,2017-01-06
8527,News,377,2017-01-06
8537,News,378,2017-01-06
8561,News,379,2017-01-06
8565,News,380,2017-01-06
8573,News,381,2017-01-06
8595,News,382,2017-01-06
8611,News,383,2017-01-06
8632,News,384,2017-01-06
8645,News,385,2017-01-06
8680,News,386,2017-01-06
8709,News,387,2017-01-06
8716,News,388,2017-01-06
8742,News,389,2017-01-06
8766,News,390,2017-01-06
8773,News,391,2017-01-06
8776,News,392,2017-01-06
8781,News,393,2017-01-06
8817,News,394,2017-01-06
8820,News,395,2017-01-06
8848,News,396,2017-01-06
8856,News,397,2017-01-06
8869,News,398,2017-01-06
8893,News,399,2017-01-06
8982,News,400,2017-01-06
9003,News,401,2017-01-06
9005,News,402,2017-01-06
9017,News,403,2017-01-06
9051,News,404,2017-01-06
9109,News,405,2017-01-06
9118,News,406,2017-01-06
9141,News,407,2017-01-06
9144,News,408,2017-01-06
9149,News,409,2017-01-06
9153,News,410,2017-01-06
9166,News,411,2017-01-06
9171,News,412,2017-01-06
9187,News,413,2017-01-06
9192,News,414,2017-01-06
9263,News,415,2017-01-06
9282,News,416,2017-01-06
9288,News,417,2017-01-06
9291,News,418,2017-01-06
9296,News,419,2017-01-06
9315,News,420,2017-01-06
9321,News,421,2017-01-06
9334,News,422,2017-01-06
9342,News,423,2017-01-06
9346,News,424,2017-01-06
9360,News,425,2017-01-06
9389,News,426,2017-01-06
9455,News,427,2017-01-06
9462,News,428,2017-01-06
9517,News,429,2017-01-06
9521,News,430,2017-01-06
9538,News,431,2017-01-06
9545,News,432,2017-01-06
9557,News,433,2017-01-06
9574,News,434,2017-01-06
9586,News,435,2017-01-06
9595,News,436,2017-01-06
9605,News,437,2017-01-06
9628,News,438,2017-01-06
9636,News,439,2017-01-06
9646,News,440,2017-01-06
9667,News,441,2017-01-06
9693,News,442,2017-01-06
9761,News,443,2017-01-06
9769,News,444,2017-01-06
9812,News,445,2017-01-06
9834,News,446,2017-01-06
9847,News,447,2017-01-06
9953,News,448,2017-01-06
9958,News,449,2017-01-06
9977,News,450,2017-01-07
10003,News,452,2017-01-07
10028,News,453,2017-01-07
10036,News,454,2017-01-07
10107,News,455,2017-01-07
10128,News,456,2017-01-07
10140,News,457,2017-01-07
10158,News,458,2017-01-07
10209,News,459,2017-01-07
10210,News,460,2017-01-07
10236,News,461,2017-01-07
10241,News,462,2017-01-07
10249,News,463,2017-01-07
10267,News,464,2017-01-07
10283,News,465,2017-01-07
10302,News,466,2017-01-07
10306,News,467,2017-01-07
10336,News,468,2017-01-07
10350,News,469,2017-01-07
10371,News,470,2017-01-07
10397,News,471,2017-01-07
10402,News,472,2017-01-07
10426,News,473,2017-01-07
10431,News,474,2017-01-07
10487,News,475,2017-01-07
10492,News,476,2017-01-07
10507,News,477,2017-01-07
10523,News,478,2017-01-07
10547,News,479,2017-01-07
10567,News,480,2017-01-07
10588,News,481,2017-01-07
10622,News,482,2017-01-07
10630,News,483,2017-01-07
10651,News,484,2017-01-07
10672,News,485,2017-01-07
10685,News,486,2017-01-07
10725,News,487,2017-01-07
10738,News,488,2017-01-07
10740,News,489,2017-01-07
10742,News,490,2017-01-07
10749,News,491,2017-01-07
10763,News,492,2017-01-07
10781,News,493,2017-01-07
10788,News,494,2017-01-07
10795,News,495,2017-01-07
10803,News,496,2017-01-07
10851,News,497,2017-01-07
10894,News,498,2017-01-07
10898,News,499,2017-01-07
10901,News,500,2017-01-07
10918,News,501,2017-01-07
10933,News,502,2017-01-07
10944,News,503,2017-01-07
10956,News,504,2017-01-07
10985,News,505,2017-01-07
10989,News,506,2017-01-07
10990,News,507,2017-01-07
11004,News,509,2017-01-07
11012,News,510,2017-01-07
11020,News,511,2017-01-07
11021,News,512,2017-01-07
11137,News,513,2017-01-07
11189,News,514,2017-01-07
11206,News,515,2017-01-07
11216,News,516,2017-01-07
11224,News,517,2017-01-07
11236,News,518,2017-01-07
11242,News,519,2017-01-07
11250,News,520,2017-01-07
11261,News,521,2017-01-07
11271,News,522,2017-01-07
11298,News,523,2017-01-07
11315,News,524,2017-01-07
11322,News,525,2017-01-08
11330,News,526,2017-01-08
11341,News,527,2017-01-08
11372,News,528,2017-01-08
11375,News,529,2017-01-08
11383,News,530,2017-01-08
11495,News,531,2017-01-08
11517,News,532,2017-01-08
11520,News,533,2017-01-08
11565,News,534,2017-01-08
11571,News,535,2017-01-08
11598,News,536,2017-01-08
11610,News,537,2017-01-08
11622,News,538,2017-01-08
11636,News,539,2017-01-08
11652,News,540,2017-01-08
11673,News,541,2017-01-08
11676,News,542,2017-01-08
11682,News,543,2017-01-08
11685,News,544,2017-01-08
11694,News,545,2017-01-08
11707,News,546,2017-01-08
11733,News,547,2017-01-08
11746,News,548,2017-01-08
11756,News,549,2017-01-09
11760,News,550,2017-01-09
11772,News,551,2017-01-09
11774,News,552,2017-01-09
11779,News,553,2017-01-09
11780,News,554,2017-01-09
11792,News,555,2017-01-09
11832,News,556,2017-01-09
11978,News,557,2017-01-09
11988,News,558,2017-01-09
12004,News,559,2017-01-09
12023,News,560,2017-01-09
12034,News,561,2017-01-09
12035,News,562,2017-01-09
12051,News,563,2017-01-09
12057,News,564,2017-01-09
12067,News,565,2017-01-09
12070,News,566,2017-01-09
12072,News,567,2017-01-09
12085,News,568,2017-01-09
12096,News,569,2017-01-09
12133,News,570,2017-01-09
12154,News,571,2017-01-09
12208,News,572,2017-01-09
12209,News,573,2017-01-09
12218,News,574,2017-01-09
12255,News,575,2017-01-09
12315,News,576,2017-01-09
12338,News,577,2017-01-09
12392,News,578,2017-01-09
12393,News,579,2017-01-09
12412,News,580,2017-01-09
12423,News,581,2017-01-09
12469,News,582,2017-01-09
12481,News,583,2017-01-09
12507,News,584,2017-01-09
12519,News,585,2017-01-09
12533,News,586,2017-01-09
12603,News,587,2017-01-09
12620,News,588,2017-01-09
12641,News,589,2017-01-09
12646,News,590,2017-01-09
12655,News,591,2017-01-09
12665,News,592,2017-01-09
12705,News,593,2017-01-09
12718,News,594,2017-01-09
12732,News,595,2017-01-09
12775,News,596,2017-01-09
12777,News,597,2017-01-09
12797,News,598,2017-01-09
12808,News,599,2017-01-09
12838,News,600,2017-01-09
12865,News,601,2017-01-09
12881,News,602,2017-01-09
12891,News,603,2017-01-09
12907,News,604,2017-01-09
12926,News,605,2017-01-09
12959,News,606,2017-01-09
12971,News,607,2017-01-09
12976,News,608,2017-01-09
12992,News,609,2017-01-09
12996,News,610,2017-01-09
13171,News,611,2017-01-09
13188,News,612,2017-01-09
13234,News,613,2017-01-09
13261,News,614,2017-01-09
13293,News,615,2017-01-09
13302,News,616,2017-01-09
13305,News,617,2017-01-09
13313,News,618,2017-01-09
13317,News,619,2017-01-09
13324,News,620,2017-01-09
13333,News,621,2017-01-09
13399,News,622,2017-01-09
13404,News,623,2017-01-09
13421,News,624,2017-01-10
13457,News,625,2017-01-10
13469,News,626,2017-01-10
13519,News,627,2017-01-10
13528,News,628,2017-01-10
13539,News,629,2017-01-10
13551,News,630,2017-01-10
13553,News,631,2017-01-10
13557,News,632,2017-01-10
13602,News,633,2017-01-10
13688,News,634,2017-01-10
13729,News,635,2017-01-10
13766,News,636,2017-01-10
13772,News,637,2017-01-10
13784,News,638,2017-01-10
13791,News,639,2017-01-10
13793,News,640,2017-01-10
13841,News,641,2017-01-10
13850,News,642,2017-01-10
13872,News,643,2017-01-10
13877,News,644,2017-01-10
13885,News,645,2017-01-10
13930,News,646,2017-01-10
13956,News,647,2017-01-10
13957,News,648,2017-01-10
13960,News,649,2017-01-10
13980,News,650,2017-01-10
13987,News,651,2017-01-10
14015,News,652,2017-01-10
14026,News,653,2017-01-10
14030,News,654,2017-01-10
14064,News,655,2017-01-10
14091,News,656,2017-01-10
14097,News,657,2017-01-10
14105,News,658,2017-01-10
14108,News,659,2017-01-10
14167,News,660,2017-01-10
14175,News,661,2017-01-10
14218,News,662,2017-01-10
14227,News,663,2017-01-10
14230,News,664,2017-01-10
14255,News,665,2017-01-10
14263,News,666,2017-01-10
14295,News,667,2017-01-10
14317,News,668,2017-01-10
14343,News,669,2017-01-10
14346,News,670,2017-01-10
14367,News,671,2017-01-10
14383,News,672,2017-01-10
14389,News,673,2017-01-10
14428,News,674,2017-01-10
14435,News,675,2017-01-10
14449,News,676,2017-01-10
14455,News,677,2017-01-10
14458,News,678,2017-01-10
14460,News,679,2017-01-10
14461,News,680,2017-01-10
14495,News,681,2017-01-10
14503,News,682,2017-01-10
14542,News,683,2017-01-10
14579,News,684,2017-01-10
14609,News,685,2017-01-10
14664,News,686,2017-01-10
14678,News,687,2017-01-10
14715,News,688,2017-01-10
14722,News,689,2017-01-10
14758,News,690,2017-01-10
14762,News,691,2017-01-10
14776,News,692,2017-01-10
14822,News,693,2017-01-10
14835,News,694,2017-01-10
14841,News,695,2017-01-10
14852,News,696,2017-01-10
14853,News,697,2017-01-11
14858,News,698,2017-01-11
14863,News,699,2017-01-11
14894,News,700,2017-01-11
14901,News,701,2017-01-11
14919,News,702,2017-01-11
14941,News,703,2017-01-11
15004,News,704,2017-01-11
15060,News,705,2017-01-11
15078,News,706,2017-01-11
15082,News,707,2017-01-11
15095,News,708,2017-01-11
15106,News,709,2017-01-11
15113,News,710,2017-01-11
15119,News,711,2017-01-11
15160,News,712,2017-01-11
15184,News,713,2017-01-11
15214,News,714,2017-01-11
15234,News,715,2017-01-11
15238,News,716,2017-01-11
15271,News,717,2017-01-11
15307,News,718,2017-01-11
15308,News,719,2017-01-11
15324,News,720,2017-01-11
15327,News,721,2017-01-11
15329,News,722,2017-01-11
15417,News,723,2017-01-11
15431,News,724,2017-01-11
15441,News,725,2017-01-11
15451,News,726,2017-01-11
15458,News,727,2017-01-11
15473,News,728,2017-01-11
15481,News,729,2017-01-11
15489,News,730,2017-01-11
15503,News,731,2017-01-12
15532,News,732,2017-01-12
15548,News,733,2017-01-12
15567,News,734,2017-01-12
15605,News,735,2017-01-12
15628,News,736,2017-01-12
15654,News,737,2017-01-12
15660,News,738,2017-01-12
15661,News,739,2017-01-12
15670,News,740,2017-01-12
15742,News,741,2017-01-12
15766,News,742,2017-01-12
15776,News,743,2017-01-12
15781,News,744,2017-01-12
15788,News,745,2017-01-12
15789,News,746,2017-01-12
15802,News,747,2017-01-12
15815,News,748,2017-01-12
15829,News,749,2017-01-12
15836,News,750,2017-01-12
15851,News,751,2017-01-12
15852,News,752,2017-01-12
15856,News,753,2017-01-12
15863,News,754,2017-01-12
15864,News,755,2017-01-12
15865,News,756,2017-01-12
15876,News,757,2017-01-12
15905,News,758,2017-01-12
15922,News,759,2017-01-12
15937,News,760,2017-01-12
15947,News,761,2017-01-12
15949,News,762,2017-01-12
15950,News,763,2017-01-12
15951,News,764,2017-01-12
15961,News,765,2017-01-12
15972,News,766,2017-01-12
15976,News,767,2017-01-12
15981,News,768,2017-01-12
15992,News,769,2017-01-12
16013,News,770,2017-01-12
16014,News,771,2017-01-12
16020,News,772,2017-01-12
16030,News,773,2017-01-12
16043,News,774,2017-01-12
16064,News,775,2017-01-12
16082,News,776,2017-01-12
16112,News,777,2017-01-12
16135,News,778,2017-01-12
16136,News,779,2017-01-12
16142,News,780,2017-01-12
16156,News,781,2017-01-13
16164,News,782,2017-01-13
16172,News,784,2017-01-13
16183,News,786,2017-01-13
16199,News,787,2017-01-13
16237,News,788,2017-01-13
16244,News,789,2017-01-13
16259,News,790,2017-01-13
16281,News,792,2017-01-13
16306,News,793,2017-01-13
16323,News,794,2017-01-13
16327,News,795,2017-01-13
16348,News,796,2017-01-13
16358,News,797,2017-01-13
16405,News,798,2017-01-13
16425,News,800,2017-01-13
16440,News,801,2017-01-13
16446,News,802,2017-01-13
16451,News,803,2017-01-13
16459,News,804,2017-01-13
16462,News,805,2017-01-13
16476,News,807,2017-01-13
16482,News,809,2017-01-13
16483,News,811,2017-01-13
16486,News,812,2017-01-13
16513,News,813,2017-01-13
16516,News,814,2017-01-13
16521,News,815,2017-01-13
16533,News,816,2017-01-13
16538,News,818,2017-01-13
16554,News,819,2017-01-13
16585,News,823,2017-01-13
16589,News,824,2017-01-13
16600,News,826,2017-01-13
16614,News,828,2017-01-13
16615,News,829,2017-01-13
16707,News,831,2017-01-13
16715,News,833,2017-01-13
16724,News,835,2017-01-13
16743,News,837,2017-01-13
16744,News,838,2017-01-13
16767,News,839,2017-01-13
16771,News,842,2017-01-13
16776,News,843,2017-01-13
16807,News,844,2017-01-13
16812,News,845,2017-01-13
16818,News,846,2017-01-13
16851,News,849,2017-01-13
16864,News,853,2017-01-13
16870,News,855,2017-01-13
16884,News,856,2017-01-14
16890,News,857,2017-01-14
16891,News,858,2017-01-14
16945,News,859,2017-01-14
16954,News,860,2017-01-14
16958,News,862,2017-01-14
16969,News,863,2017-01-14
16972,News,865,2017-01-14
16997,News,866,2017-01-14
17012,News,867,2017-01-14
17018,News,868,2017-01-14
17043,News,869,2017-01-14
17045,News,870,2017-01-14
17053,News,871,2017-01-14
17078,News,872,2017-01-14
17163,News,873,2017-01-14
17198,News,874,2017-01-14
17227,News,875,2017-01-14
17236,News,876,2017-01-14
17242,News,877,2017-01-14
17247,News,878,2017-01-14
17262,News,879,2017-01-14
17272,News,881,2017-01-14
17278,News,882,2017-01-14
17290,News,883,2017-01-14
17295,News,884,2017-01-14
17305,News,885,2017-01-14
17323,News,886,2017-01-14
17353,News,887,2017-01-14
17372,News,888,2017-01-14
17378,News,889,2017-01-14
17383,News,890,2017-01-14
17387,News,891,2017-01-14
17394,News,892,2017-01-14
17406,News,893,2017-01-14
17407,News,894,2017-01-14
17432,News,895,2017-01-14
17449,News,897,2017-01-14
17459,News,898,2017-01-14
17464,News,899,2017-01-14
17491,News,900,2017-01-14
17499,News,901,2017-01-14
17504,News,902,2017-01-14
17511,News,904,2017-01-14
17517,News,905,2017-01-14
17531,News,906,2017-01-14
17538,News,907,2017-01-14
17552,News,908,2017-01-14
17558,News,909,2017-01-14
17566,News,910,2017-01-14
17592,News,911,2017-01-14
17601,News,912,2017-01-14
17610,News,913,2017-01-14
17616,News,914,2017-01-14
17621,News,915,2017-01-14
17623,News,916,2017-01-14
17629,News,917,2017-01-14
17637,News,918,2017-01-14
17644,News,919,2017-01-14
17647,News,920,2017-01-14
17650,News,921,2017-01-14
17660,News,922,2017-01-14
17664,News,923,2017-01-14
17670,News,924,2017-01-14
17683,News,925,2017-01-14
17695,News,926,2017-01-14
17699,News,927,2017-01-14
17708,News,928,2017-01-14
17729,News,929,2017-01-14
17733,News,930,2017-01-14
17740,News,931,2017-01-15
17748,News,932,2017-01-15
17756,News,933,2017-01-15
17767,News,934,2017-01-15
17777,News,935,2017-01-15
17787,News,936,2017-01-15
17794,News,937,2017-01-15
17802,News,938,2017-01-15
17811,News,939,2017-01-15
17842,News,940,2017-01-15
17843,News,941,2017-01-15
17862,News,942,2017-01-15
17886,News,943,2017-01-15
17934,News,944,2017-01-15
17938,News,945,2017-01-15
17957,News,946,2017-01-15
17972,News,947,2017-01-15
17973,News,948,2017-01-15
17982,News,949,2017-01-15
17998,News,950,2017-01-15
18023,News,951,2017-01-15
18026,News,952,2017-01-15
18056,News,953,2017-01-15
18064,News,954,2017-01-15
18085,News,955,2017-01-15
18086,News,956,2017-01-15
18090,News,957,2017-01-15
18099,News,958,2017-01-15
18109,News,959,2017-01-15
18120,News,960,2017-01-15
18121,News,961,2017-01-15
18123,News,962,2017-01-15
18131,News,963,2017-01-15
18137,News,964,2017-01-15
18142,News,965,2017-01-15
18151,News,966,2017-01-15
18162,News,967,2017-01-15
18177,News,968,2017-01-15
18184,News,969,2017-01-15
18188,News,970,2017-01-15
18193,News,971,2017-01-15
18195,News,972,2017-01-15
18312,News,973,2017-01-15
18316,News,974,2017-01-15
18330,News,975,2017-01-16
18334,News,976,2017-01-16
18347,News,977,2017-01-16
18367,News,979,2017-01-16
18375,News,980,2017-01-16
18421,News,981,2017-01-16
18451,News,982,2017-01-16
18492,News,984,2017-01-16
18494,News,985,2017-01-16
18497,News,986,2017-01-16
18505,News,987,2017-01-16
18516,News,988,2017-01-16
18561,News,989,2017-01-16
18637,News,990,2017-01-16
18663,News,991,2017-01-16
18665,News,992,2017-01-16
18666,News,993,2017-01-16
18696,News,994,2017-01-16
18701,News,995,2017-01-16
18706,News,996,2017-01-16
18707,News,997,2017-01-16
18713,News,998,2017-01-16
18720,News,1002,2017-01-16
18748,News,1003,2017-01-16
18753,News,1004,2017-01-16
18774,News,1005,2017-01-16
18786,News,1006,2017-01-16
18801,News,1008,2017-01-16
18808,News,1010,2017-01-16
18816,News,1011,2017-01-16
18819,News,1012,2017-01-16
18820,News,1013,2017-01-16
18826,News,1014,2017-01-16
18860,News,1017,2017-01-16
18861,News,1018,2017-01-16
18870,News,1020,2017-01-17
18877,News,1021,2017-01-17
18896,News,1022,2017-01-17
18904,News,1023,2017-01-17
18913,News,1024,2017-01-17
18918,News,1027,2017-01-17
18962,News,1028,2017-01-17
19001,News,1030,2017-01-17
19002,News,1031,2017-01-17
19070,News,1033,2017-01-17
19083,News,1035,2017-01-17
19090,News,1036,2017-01-17
19108,News,1038,2017-01-17
19163,News,1039,2017-01-17
19167,News,1041,2017-01-17
19170,News,1045,2017-01-17
19189,News,1046,2017-01-17
19199,News,1047,2017-01-17
19209,News,1048,2017-01-17
19210,News,1049,2017-01-17
19220,News,1050,2017-01-17
19226,News,1051,2017-01-17
19273,News,1056,2017-01-17
19285,News,1057,2017-01-17
19292,News,1059,2017-01-17
19323,News,1061,2017-01-17
19327,News,1062,2017-01-17
19338,News,1063,2017-01-17
19346,News,1064,2017-01-17
19358,News,1065,2017-01-17
19370,News,1066,2017-01-17
19374,News,1069,2017-01-17
19401,News,1071,2017-01-17
19402,News,1073,2017-01-17
19434,News,1075,2017-01-17
19437,News,1076,2017-01-17
19447,News,1077,2017-01-17
19485,News,1078,2017-01-17
19511,News,1079,2017-01-17
19514,News,1080,2017-01-17
19515,News,1081,2017-01-17
19525,News,1084,2017-01-17
19537,News,1086,2017-01-17
19539,News,1088,2017-01-17
19569,News,1092,2017-01-17
19581,News,1093,2017-01-17
19639,News,1094,2017-01-17
